ID,start_date,incident_type,receiver_country,receiver_category,receiver_category_subcode,MITRE_impact,unweighted_cyber_intensity,target_multiplier,weighted_cyber_intensity,impact_indicator,impact_indicator_value,year,sector_cleaned,attack_type_cleaned,attacker_category_cleaned,is_eu,impact_indicator_tag,sector_tag,attack_type_tag,attacker_category_tag,cyber_intensity,total_attack_severity,impact_indicator_value_norm,unweighted_cyber_intensity_norm,weighted_cyber_intensity_norm,sector_tag_norm,attack_type_tag_norm,attacker_category_tag_norm,impact_indicator_tag_norm,total_attack_severity_norm,cyber_intensity_norm
4117,2024-12-09 00:00:00,Disruption,Denmark,State institutions / political system,Civil service / administration,Network Denial of Service,0,Moderate - high political importance,0.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,0.0,7.0,0.3474503816274527,-1.841834540946539,-1.8102870298009344,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,-1.0592457973627363
4108,2024-10-19 00:00:00,Data theft; Hijacking with Misuse,Spain,Critical infrastructure,Health,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Health,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
4116,2024-11-30 00:00:00,Data theft; Hijacking with Misuse,Croatia,Critical infrastructure,Transportation,Data Exfiltration,3,Moderate - high political importance,3.0,Low,7.0,2024,Critical infrastructure,Data theft,Transportation,1,1,9,1,0,9.0,7.0,0.3474503816274527,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,0.15185647714403833
4100,2024-11-25 00:00:00,Disruption; Hijacking with Misuse,Germany,Critical infrastructure,Health,Not available,2,Moderate - high political importance,2.0,Low,7.0,2024,Critical infrastructure,Disruption,Health,1,1,9,2,0,4.0,7.0,0.3474503816274527,-0.3498908250199382,-0.34747485468174005,1.6614460249633878,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,-0.5209781198041697
4087,2024-07-01 00:00:00,Data theft; Hijacking with Misuse,Kazakhstan; Uzbekistan; Kyrgyzstan; Hungary; India; Greece; Turkmenistan; Uzbekistan; Armenia; China; Ukraine; Uzbekistan; Kazakhstan; Tajikistan,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Social groups; Education - State institutions / political system; Critical infrastructure; Social groups; Education, - Civil service / administration - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Advocacy / activists (e.g. human rights organizations);  - Government / ministries; Research; Advocacy / activists (e.g. human rights organizations); ,Not available,3,Moderate - high political importance,3.0,Medium,11.0,2024,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system - State institutions / political system,Data theft,- Civil service / administration - Government / ministries,1,2,0,1,0,9.0,22.0,1.8455101323075014,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,2.4123578950659725,4.115121021011716,0.15185647714403833
4083,2024-11-12 00:00:00,Hijacking with Misuse,Spain,State institutions / political system; Critical infrastructure,Civil service / administration; Research,Not available,2,Moderate - high political importance,2.0,Minor,5.0,2024,State institutions / political system,Hijacking with Misuse,Civil service / administration,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
4079,2024-11-23 00:00:00,Data theft & Doxing; Hijacking with Misuse,France,Critical infrastructure,Finance,Not available,3,Moderate - high political importance,3.0,Low,8.0,2024,Critical infrastructure,Data theft & Doxing,Finance,1,1,9,0,0,9.0,8.0,0.7219653192974649,0.3960810329433623,0.3839312328778571,1.6614460249633878,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.7209436827508898,0.15185647714403833
4071,2024-11-18 00:00:00,Hijacking with Misuse; Ransomware,Italy,State institutions / political system,Civil service / administration,Data Encrypted for Impact,2,Moderate - high political importance,2.0,Minor,5.0,2024,State institutions / political system,Hijacking with Misuse,Civil service / administration,1,1,0,0,0,4.0,5.0,-0.4015794937125716,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.5209781198041697
4075,2024-11-18 00:00:00,Data theft; Disruption,France,Critical infrastructure,,Data Exfiltration; Data Encrypted for Impact,3,Moderate - high political importance,3.0,Low,8.0,2024,Critical infrastructure,Data theft,,1,1,9,1,0,9.0,8.0,0.7219653192974649,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.7209436827508898,0.15185647714403833
4073,2024-11-22 00:00:00,Disruption,Germany; Germany; Germany,State institutions / political system - State institutions / political system - State institutions / political system,Intelligence agencies - Police - Intelligence agencies,Network Denial of Service,1,Moderate - high political importance,1.0,Low,6.0,2024,State institutions / political system - State institutions / political system - State institutions / political system,Disruption,Intelligence agencies - Police - Intelligence agencies,1,1,0,2,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
4074,2024-11-17 00:00:00,Data theft; Disruption; Hijacking with Misuse,France,State institutions / political system; State institutions / political system,Civil service / administration; Civil service / administration,Data Exfiltration; Data Encrypted for Impact,5,Moderate - high political importance,5.0,Low,8.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,25.0,8.0,0.7219653192974649,1.888024748869963,1.8467434079970513,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.7209436827508898,2.304927187378304
4064,2024-11-18 00:00:00,Disruption; Hijacking without Misuse,France,State institutions / political system,Civil service / administration,Not available,3,Moderate - high political importance,3.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,9.0,7.0,0.3474503816274527,0.3960810329433623,0.3839312328778571,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,0.15185647714403833
4063,2024-11-01 00:00:00,Data theft,France; Not available,Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Finance - ,Data Exfiltration,1,Moderate - high political importance,1.0,Low,6.0,2024,Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Data theft,Finance -,1,1,0,1,0,1.0,6.0,-0.027064556042559473,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.9246788779730947
4055,2024-01-01 00:00:00,Disruption; Hijacking with Misuse,Germany,State institutions / political system,Civil service / administration,Data Encrypted for Impact,3,Moderate - high political importance,3.0,Low,6.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
4039,2024-11-12 00:00:00,Data theft; Hijacking with Misuse,Germany,State institutions / political system,Civil service / administration,Data Exfiltration,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
4037,2024-10-01 00:00:00,Data theft & Doxing; Hijacking with Misuse; Ransomware,Hungary,State institutions / political system,Civil service / administration,Data Exfiltration,3,Not available,0.0,Low,8.0,2024,State institutions / political system,Data theft & Doxing,Civil service / administration,1,1,0,0,0,0.0,8.0,0.7219653192974649,0.3960810329433623,-1.8102870298009344,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.7209436827508898,-1.0592457973627363
4018,2024-01-01 00:00:00,Data theft; Hijacking without Misuse; Ransomware,France,Critical infrastructure,Critical Manufacturing,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Critical Manufacturing,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
4004,2024-10-28 00:00:00,Disruption; Hijacking with Misuse; Disruption; Hijacking with Misuse,Germany,Critical infrastructure,Health,Data Encrypted for Impact,3,Moderate - high political importance; Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Disruption,Health,1,1,9,2,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3990,2024-10-23 00:00:00,Data theft; Disruption; Hijacking with Misuse; Ransomware,Germany; Germany; Germany; Germany; Germany; Germany; Germany,State institutions / political system; Education - State institutions / political system; Education - State institutions / political system; Education - State institutions / political system; Education - State institutions / political system; Education - State institutions / political system; Education - State institutions / political system; Education,Civil service / administration;  - Civil service / administration;  - Civil service / administration;  - Civil service / administration;  - Civil service / administration;  - Civil service / administration;  - Civil service / administration; ,Data Exfiltration; Data Encrypted for Impact,5,Moderate - high political importance,5.0,Low,9.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,25.0,9.0,1.096480256967477,1.888024748869963,1.8467434079970513,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.9633849211980917,2.304927187378304
3989,2019-01-01 00:00:00,Data theft; Hijacking with Misuse,Italy; Italy; Italy,State institutions / political system - State institutions / political system - Critical infrastructure,Civil service / administration - Government / ministries - Finance,Data Exfiltration,3,Moderate - high political importance,3.0,Low,7.0,2019,State institutions / political system - State institutions / political system - Critical infrastructure,Data theft,Civil service / administration - Government / ministries - Finance,1,1,0,1,0,9.0,7.0,0.3474503816274527,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.47850244430368793,0.15185647714403833
3987,2024-10-20 00:00:00,Disruption; Hijacking with Misuse; Ransomware,Slovenia,State institutions / political system; Critical infrastructure,Civil service / administration; Research,Data Exfiltration,2,Moderate - high political importance,2.0,Low,8.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,4.0,8.0,0.7219653192974649,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.7209436827508898,-0.5209781198041697
3986,2024-10-21 00:00:00,Data theft; Hijacking with Misuse,France,Critical infrastructure,Telecommunications,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Telecommunications,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3977,2024-10-23 00:00:00,Hijacking with Misuse,Germany; Turkey,Media - Media, - ,Defacement,2,Moderate - high political importance,2.0,Low,6.0,2024,Media - Media,Hijacking with Misuse,-,1,1,0,0,0,4.0,6.0,-0.027064556042559473,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.5209781198041697
3976,2022-01-01 00:00:00,Hijacking with Misuse,Canada; United States; Germany; Netherlands; United Kingdom; Austria; Italy,State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Government / ministries; Finance;  - Government / ministries; Finance;  - Government / ministries; Finance;  - Government / ministries; Finance;  - Government / ministries; Finance;  - Government / ministries; Finance;  - Government / ministries; Finance; ,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2022,State institutions / political system,Hijacking with Misuse,Government / ministries,1,1,0,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3963,2024-10-10 00:00:00,Disruption; Hijacking with Misuse; Ransomware,Portugal,State institutions / political system,Civil service / administration,Not available,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3964,2024-10-14 00:00:00,Data theft; Hijacking with Misuse,France,State institutions / political system,Civil service / administration,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,State institutions / political system,Data theft,Civil service / administration,1,1,0,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,-0.6023569253851326,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3957,2024-10-17 00:00:00,Disruption,Cyprus; Cyprus; Cyprus; Cyprus; Cyprus; Cyprus,Critical infrastructure - State institutions / political system - Critical infrastructure - Critical infrastructure - Critical infrastructure - Critical infrastructure,Energy - Government / ministries - Telecommunications - Transportation - Energy - Finance,Not available,1,Moderate - high political importance,1.0,Low,7.0,2024,Critical infrastructure - State institutions / political system - Critical infrastructure - Critical infrastructure - Critical infrastructure - Critical infrastructure,Disruption,Energy - Government / ministries - Telecommunications - Transportation - Energy - Finance,1,1,0,2,0,1.0,7.0,0.3474503816274527,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,-0.9246788779730947
3955,2024-10-19 00:00:00,Disruption; Hijacking without Misuse,France,Critical infrastructure,Health,Not available,2,Moderate - high political importance,2.0,Low,7.0,2024,Critical infrastructure,Disruption,Health,1,1,9,2,0,4.0,7.0,0.3474503816274527,-0.3498908250199382,-0.34747485468174005,1.6614460249633878,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,-0.5209781198041697
3948,2024-10-16 00:00:00,Data theft; Hijacking with Misuse,France,Critical infrastructure,Finance,Data Exfiltration,3,Moderate - high political importance,3.0,Low,6.0,2024,Critical infrastructure,Data theft,Finance,1,1,9,1,0,9.0,6.0,-0.027064556042559473,0.3960810329433623,0.3839312328778571,1.6614460249633878,-0.2697881705043288,-0.06830541603731805,0.5593457663946073,0.23606120585648607,0.15185647714403833
3943,2024-10-12 00:00:00,Disruption; Hijacking with Misuse; Ransomware,Italy,State institutions / political system,Civil service / administration,Data Encrypted for Impact; System Shutdown/Reboot,4,Moderate - high political importance,4.0,Low,7.0,2024,State institutions / political system,Disruption,Civil service / administration,1,1,0,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,-0.6023569253851326,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3938,2023-01-01 00:00:00,Hijacking without Misuse,Poland; Ukraine,Unknown - State institutions / political system, - Government / ministries,Not available,1,Moderate - high political importance,1.0,Minor,5.0,2023,Unknown - State institutions / political system,Hijacking without Misuse,- Government / ministries,1,1,0,0,0,1.0,5.0,-0.4015794937125716,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,-0.006380032590715804,-0.9246788779730947
3937,2024-10-13 00:00:00,Disruption; Hijacking with Misuse; Ransomware,Germany,Critical infrastructure,Health,Data Exfiltration; Data Encrypted for Impact,4,Moderate - high political importance,4.0,Low,7.0,2024,Critical infrastructure,Disruption,Health,1,1,9,2,0,16.0,7.0,0.3474503816274527,1.1420528909066627,1.1153373204374541,1.6614460249633878,1.011705639391233,-0.06830541603731805,0.5593457663946073,0.47850244430368793,1.0938249128715296
3927,2024-10-10 00:00:00,Data theft & Doxing,France,State institutions / political system; Critical infrastructure; Education,Civil service / administration; Research; ,Data Exfiltration,2,Moderate - high political importance,2.0,Low,6.0,2024,State institutions / political system,Data theft & Doxing,Civil service / administration,1,1,0,0,0,4.0,6.0,-0.027064556042559473,-0.3498908250199382,-0.34747485468174005,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.23606120585648607,-0.5209781198041697
3915,2024-10-08 00:00:00,Hijacking without Misuse,Germany,State institutions / political system,Civil service / administration,Not available,1,Moderate - high political importance,1.0,Low,7.0,2024,State institutions / political system,Hijacking without Misuse,Civil service / administration,1,1,0,0,0,1.0,7.0,0.3474503816274527,-1.0958626829832387,-1.0788809422413372,-0.6023569253851326,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.47850244430368793,-0.9246788779730947
3922,2024-09-22 00:00:00,Not available,Germany,Critical infrastructure,Critical Manufacturing,Not available,0,Moderate - high political importance,0.0,Low,8.0,2024,Critical infrastructure,Not available,Critical Manufacturing,1,1,9,0,0,0.0,8.0,0.7219653192974649,-1.841834540946539,-1.8102870298009344,1.6614460249633878,-1.5512819803998905,-0.06830541603731805,0.5593457663946073,0.7209436827508898,-1.0592457973627363
